"uid","pay","profit","round"
229815,125,-9460,10
264346,6250,-22750,4
273673,6250,345250,17
255230,6250,-14000,3
229524,6250,31250,5
270032,75,-9850,9
246882,6250,-51000,9
278100,6250,-31250,5
230708,6250,-25000,4
272597,6250,-35250,7
290710,6250,7000,8
271661,6250,-56500,15
246276,6250,22750,14
253732,6250,72500,18
281702,6250,-74250,17
210678,6250,-6250,1
247417,6250,6250,1
208919,6250,182750,10
215139,1250,-9320,18
239931,6250,-37500,11
299968,6250,27500,14
273556,6250,2000,4
228438,6250,-40500,8
219800,6250,-48000,15
291726,6250,-65000,14
294815,6250,-5000,1
207670,6250,-6250,1
201164,6250,-18750,3
235044,6250,-101000,21
228620,6250,149750,18
247438,6250,-11250,16
241072,6250,-55750,12
253934,6250,-42500,9
233694,6250,-28500,8
287627,6250,77250,6
294336,6250,-33500,6
257386,1250,-49500,11
256441,6250,22000,18
270260,6250,-81500,18
220688,6250,-56000,18
252951,6250,-20000,11
291163,6250,-48750,8
229774,6250,-5750,4
279364,6250,-25000,4
254481,6250,-22750,4
256627,1250,-8750,3
211685,6250,105750,15
204455,6250,22000,15
221290,6250,-45750,20
232187,6250,-33000,18
268015,6250,71000,12
203728,6250,-63000,13
224126,45,-49995,14
244586,125,-49625,11
230151,6250,-18750,3
251132,6250,-65250,14
290334,6250,-17500,3
276904,6250,-18000,12
296311,6250,-87000,17
251324,6250,-65000,16
207163,6250,-41250,15
257105,6250,-56250,9
241626,6250,-24250,7
221447,1250,71511,8
274356,75,-9985,15
262325,125,-9475,8
292941,6250,-47000,13
232099,6250,-30000,10
238692,6250,-20500,14
205157,6250,-35500,10
200869,1250,-7000,9
216266,6250,-27000,8
220100,6250,-28250,7
257033,6250,23750,6
273381,6250,1250,3
210620,6250,-47000,13
256611,6250,3250,2
250649,6250,-11250,3
262797,6250,8750,20
263661,6250,-19500,4
265193,6250,1250,6
296697,6250,-54750,17
287636,6250,40750,16
267855,1250,-7200,2
238979,6250,5000,22
211039,6250,-1750,20
278788,6250,-25500,5
222232,6250,87250,8
237367,1250,-48700,16
297463,6250,-31000,15
253930,6250,-47000,8
250629,6250,-3750,3
256242,6250,-87000,20
253478,6250,-12500,2
200466,6250,8750,4
214416,6250,-18750,3
206596,6250,-35000,8
222214,6250,-8750,5
220797,6250,-9500,6
266918,6250,-11250,13
261374,6250,-12500,2
260838,6250,-12500,2
241641,6250,-42000,8
279834,125,-9785,11
254802,6250,190500,19
273124,6250,-37750,15
280401,6250,-30000,8
242406,6250,-24250,4
282506,6250,-72750,13
278712,6250,7500,11
215253,6250,128750,3
284384,125,-9800,10
245231,125,-49825,17
254013,6250,-41250,14
"uid","pay","profit","round"
"uid","pay","profit","round"
205951,6250,0,1
291550,6250,-3750,1
254894,6250,-6250,1
201073,6250,-5000,1
210574,6250,-6250,1
259998,6250,-6250,1
279351,6250,-6250,1
292813,6250,-6250,1
225358,6250,-6250,1
240258,6250,-5000,1
239148,6250,-1250,1
215903,6250,-6250,1
247207,6250,-6250,1
277793,6250,-1250,1
208043,6250,-6250,1
269045,6250,3750,1
240459,6250,-1250,1
268971,6250,-6250,1
210561,6250,-6250,1
225800,6250,-5500,1
285792,6250,-6250,1
258915,6250,-6250,1
254894,6250,-12500,2
221613,6250,23750,1
220040,6250,-6250,1
231175,6250,-6250,1
210574,6250,-12500,2
228785,6250,2750,1
214890,6250,-6250,1
259998,6250,-12500,2
295568,6250,-6250,1
279351,6250,-9500,2
292813,1250,-7500,2
225358,1250,-7500,2
219091,6250,18750,1
215903,1250,-7500,2
247207,1250,-7250,2
205951,6250,-6250,2
208043,6250,-12500,2
240258,6250,-11250,2
268971,6250,-9500,2
210561,6250,-12500,2
285792,6250,28750,2
291550,1250,-5000,2
258915,6250,-12500,2
239148,6250,-7500,2
254894,6250,-16250,3
201073,6250,-11250,2
220040,6250,3250,2
231175,6250,-12500,2
210574,6250,-18750,3
214890,6250,-12500,2
269045,6250,-2500,2
259998,6250,-3750,3
295568,1250,-7500,2
225358,1250,-8750,3
292813,1250,-8750,3
277793,6250,-6750,2
215903,1250,-8750,3
225800,6250,-11750,2
228785,6250,1000,2
221613,6250,17500,2
240459,6250,-7500,2
279351,6250,-15750,3
219091,6250,13250,2
247207,1250,-7900,3
278430,6250,48750,1
205951,6250,-12500,3
229770,6250,-1250,1
"uid","pay","profit","round"
249362,6250,19500,1
257390,6250,-6250,1
208218,6250,5000,1
253491,6250,-4250,1
254797,6250,-6250,1
261820,6250,-6250,1
214220,6250,-6250,1
265626,6250,38750,1
281050,6250,-6250,1
228332,6250,-6250,1
246615,6250,2750,1
259516,6250,-6250,1
241198,6250,-6250,1
273988,6250,-6250,1
211885,6250,-6250,1
280004,6250,-2500,1
207699,6250,-6250,1
